Soil_Moisture,Nitrogen,Phosphorus,Potassium,Light_Density,Irrigation,Soil_pH,EC,Temperature,Humidity,Feasible
34.266811839381475,105.43631150328252,63.84726975366403,206.17933788866182,4251.10793516028,2.8910460060430454,4.695957371704856,2.382452061820676,19.05087237176853,72.94471999280287,0
70.23058717081521,135.90082221238373,72.2247867081437,190.1473415276818,6035.500334783732,8.862301179163252,6.753384427467989,1.9362439493586678,26.4345675021118,43.19054044232504,0
46.71206605305936,158.840118259553,28.46588829052504,100.83997708242434,9317.125788020965,3.7490373694504266,8.221299529371086,1.067573192567821,27.492598690198516,53.79511377253913,0
60.04248996201158,162.55656450150056,85.77375898930494,107.95230190946772,2611.685405748379,6.747648549770743,8.436883954929538,1.7829081103378077,40.3732751582379,85.87117653866207,0
63.264420489559875,242.88239765355152,15.274197691830004,185.97012548520632,1605.1491328807374,1.1283195655529878,5.579168916014306,0.5241208366161629,36.85586485702464,72.91756025030008,0
37.00168286076337,63.372439556462254,86.55725193626446,229.04561938648854,9065.566679864542,3.032649758280839,5.170569933715961,0.720483836446422,36.519144458411226,35.85676057835923,0
18.626642952451924,213.34936329020792,61.50071332292987,108.38346923437061,9525.783992149645,9.693692106861016,6.246222745581666,0.837744017951133,28.033783874246225,54.96426340764625,0
47.833666454386815,294.43975808723803,29.04759849851308,246.98871249766339,4735.327118194588,2.2958550865832557,6.417384436268064,1.6786524832813179,17.636676134872843,78.47214824623485,0
49.1450608786748,183.42342888798447,75.69864609372122,239.05201162353708,4640.951428068547,1.7647016649491292,5.855954197299903,0.6809557994714144,17.866172755415153,77.08069850681575,0
14.12234642539429,109.61893388323617,19.327655048094798,57.357419874198555,7669.215112354766,9.867695953374124,6.40704741079765,2.0850533450096735,38.54971695812691,45.425229581400735,0
18.429582163058868,165.7988869602158,32.905458941944175,190.81526429452077,3488.5920137730477,2.9174372894437393,8.276060106635375,0.513719166375112,38.36410129376803,79.01267379799728,0
19.089436505817286,161.18938015770263,98.2399218949233,103.37709354747238,4170.146979611052,9.15625737986694,7.922706536635723,1.9236836068850836,37.7790652611196,55.789429413975704,0
46.85694340121357,93.12506161822802,17.051140267978642,223.1818898361775,4550.836671610027,2.626645410970053,5.692468373510911,0.2452504693330229,21.061999806220943,61.13917049784919,0
45.77494115376513,142.13560892877985,58.89231295425055,118.97078218432009,7224.034876786378,3.915106227989215,6.344774603455576,0.24750913480439066,22.26515273630696,60.987165199183956,1
58.461694380574855,248.92399365342467,37.73899898238478,113.5626435387372,9749.125342688732,4.9496683331831015,6.601808960065256,2.164050001709916,23.601457250945685,73.23546506910617,0
63.626081310441975,120.97486598738392,15.020380131754738,97.2938179914306,3383.9588157386133,9.045339881449685,6.496674109519123,0.4222270940567381,41.61496239441822,51.51507339275555,0
47.34328420802055,213.32510315841256,73.30407020878303,212.48851924365505,2634.1110787284933,5.913671883041657,8.084380463264626,0.1361696982141022,30.426485020698856,75.20723255447915,0
11.872380877435008,105.11681461749801,70.11745981941927,234.44602653837737,4632.101727613925,5.675066428485728,7.404340430088059,1.5602416814166427,16.33085038765997,65.37423067807194,0
39.808941114425195,172.05133318121943,91.45154056141861,156.80202486880103,1515.4083676944197,5.564174138187243,7.717084098864909,0.7590995950990014,21.988445433134544,61.9489876942837,0
42.28622443806791,250.40522209394888,47.88838400059718,124.66367174629711,9869.301500914253,2.5868797190768906,7.4437938412129725,1.5192109879760454,35.031112603102166,50.16678976073991,0
35.5061718094572,279.0842196710988,29.16681656253361,247.7407687485611,8527.24221280949,2.300048092263531,4.608539885589238,0.5775989789600728,40.0940452842739,78.38041747462427,0
50.328055355979046,216.89120582073664,52.16768477959096,229.38764310537647,5149.89931015035,6.768271526033174,7.533225559913966,1.3951435867484996,33.50536055387505,30.844496083707952,0
73.61515078618082,288.28738394716277,17.170959204349998,222.85660794154686,9183.393802935376,4.540098532768109,5.958963961737464,0.6527359667438272,29.41980066601149,61.056948084678,0
76.62413842260175,192.3177265832938,12.14940325321271,241.19606335031037,7255.955302582752,2.443494546794689,5.821570691018378,1.9790878817565312,31.477857902041908,36.56753144056192,0
46.29828734351739,261.15166721092004,16.995098867893425,126.43241519964785,8951.875663594932,7.40802623721388,6.376514912365005,1.1293219373807073,41.04569347345719,45.72889969784521,0
64.7223471057422,113.77927913486275,75.27038505003746,162.8428925158825,8484.647361302264,4.778800455112231,7.483786042322478,1.972249019058618,27.93595391917978,89.78142898861603,0
30.90510837775836,234.02026949133014,32.202325371416094,213.22342674974075,2591.586988236966,3.726173897943684,6.019666856389739,1.1452281648283655,21.25415968224411,55.614390124722824,0
59.16717752609382,137.99595943393103,78.19900973343249,143.64859994092296,7461.419845963108,5.6745757800274275,5.097563735415871,1.4265645451158522,21.850160192134393,76.32308615561766,0
57.174665229438595,60.56159572145121,41.2632987874625,75.92104905793559,9400.274632386234,6.727898503929729,5.256016467193128,1.3150350218942342,44.09669378360923,76.44251198733926,0
27.261530435330947,170.79402266822837,60.162528317492466,249.73059882021926,9885.18029919134,8.569412429088603,7.6308123555415,1.7679595249581965,26.9571187239905,33.39693629008346,0
27.061466157159316,102.09549985436892,63.36962183026425,189.46195705746717,4186.188243732528,6.272867353844459,8.49936829841824,0.7717446919942315,27.002606273964744,50.25071227534047,0
61.105059140651065,298.2491660793004,65.42568582486074,147.2283980343233,9265.331393268703,8.357729939455961,5.032400626871846,1.8862277061002493,32.99364027684711,76.22386942653368,0
51.36385902106911,291.400997594978,51.61940168024224,234.28911390873327,1000.1063636621179,7.113137835899686,6.255736541541957,2.4511684229599373,40.6770268477116,52.229606849897195,0
35.13734751551229,200.44467036628492,43.5920903356235,249.79641620718658,3583.5948214811965,3.3999827475731914,7.168900549510726,0.7499243002940388,21.97769079127401,43.944968569014605,0
23.66572264084781,254.0480575071092,89.18071427884028,219.76611740152708,4392.476805603722,5.935710300264232,7.152045999085704,0.5390234017574802,36.804771797145875,47.718018153821134,0
20.58930005228952,269.511609561892,77.42914785784887,87.17091699550707,8479.62910335778,3.037352965996797,6.108786241077825,1.9314787174452503,22.63690768104049,84.32967994561034,0
56.95807850673562,292.33122100898095,48.309836553896645,78.1141468631341,3743.2764051529293,9.701471675554817,4.531025795851096,2.1806280041550363,19.76964709909483,60.371116087324836,0
62.75970586909367,57.47140748818112,49.25917245859454,118.38380505301858,7693.601816414073,5.87035517444025,5.655161060951327,1.3852832738854255,42.44253962247612,34.85636092077807,0
37.716794313636115,65.5662084000651,99.75456096990172,247.48350629492762,5717.441348561461,7.962538341643127,5.6085451463845555,0.22399463346846024,31.41425889275141,57.15202175765842,0
29.898452228963414,181.6300891833713,13.719030531990969,99.96067341064074,9399.559145353385,7.653248377150633,8.2279907466656,2.3105906759067296,34.22358541843822,83.84849505025568,0
26.498442408336498,166.21996300088085,15.676617815295668,247.6133707653979,6950.616115367979,4.623221447081278,6.3626975046759435,2.345663717001076,32.883098578224775,72.70926121932776,0
57.23959755508298,74.48096202526978,64.59715148557085,79.43031214473987,2104.843344384651,7.783377356555953,6.772171095806701,1.8762233932970658,41.53875236872399,54.56620673813542,0
51.42504020895967,87.32725368218173,86.93422938199781,97.9467578309916,6021.315522301058,1.5028279391906616,7.738159147008088,1.670741577852577,26.220976458036617,34.42850335154176,0
28.405091101929035,165.46575556563616,57.8344529480424,183.7063758620897,7346.745747660709,9.496380688624704,6.911414813664133,0.7186873141334006,22.855125060973513,37.40313799026968,0
64.9018504187853,64.74840344196792,31.229347705393206,249.58181220943112,2787.6363004472414,1.7479210006716173,8.39797352118637,0.568064235284084,41.2416972170646,51.74176962143417,0
