Soil_Moisture,Nitrogen,Phosphorus,Potassium,Light_Density,Irrigation,Soil_pH,EC,Temperature,Humidity,Feasible
36.217808319315374,109.04532804161632,43.62767366200286,124.95053655935801,7839.986487919763,1,8.387950728499046,0.22751294431396507,25.087876431128684,24.821227964576046,0
76.55000144869413,121.01534890625321,39.962088660826296,162.01201587688914,3476.0959647896925,1,5.069195987034771,0.4551252899445983,24.240408724752363,30.57946815913411,0
61.23957592679836,178.18210898032706,25.853852125257404,134.40001709844995,4773.11755495909,1,8.065007252592665,1.8081644372656713,19.059164132255383,89.55005200436027,1
51.90609389379256,101.00065790898381,64.65400030913392,62.49538746676946,7306.245094862546,0,5.814838397549806,0.3464440660513136,26.19616725558109,80.98367814157399,1
20.921304830970556,180.4474527218257,52.8961744457766,77.83703551753331,5856.714756195839,0,4.55062708084745,2.1917150491388773,17.451725633059468,29.33291935426535,0
20.919616423534187,63.220164646503726,87.91308930916033,82.89922760463787,7908.568309079151,0,6.065193343932275,0.9160504380658452,17.829814462246837,60.62165797873795,1
14.065852851773961,166.51976558129462,12.889862243385242,88.67963804672672,9689.663209782877,1,6.536785412552239,0.40393288200377664,32.71776325433561,46.54703080521402,1
70.63233020424546,177.13214495821046,67.94811347996136,134.81050879257566,2932.37350172158,1,4.932881694269621,1.9474419697865504,20.2764179352727,58.061828608994375,1
52.078050822024615,77.27264792560081,78.66539906604051,125.59486697380902,7676.541731184488,0,6.650710467497025,1.4061826392419545,11.541990188173356,52.93746354971711,1
59.56508044572318,114.55197985583007,78.35379122694764,80.47400575463134,3842.753245056916,0,7.777854336706926,0.9052720744723843,20.310318576849426,23.370424751797927,0
11.440914600706172,74.82496619954834,89.74665703859726,60.13322651835306,5315.813819260554,0,6.010603803356776,1.1340261858393161,29.157166235998567,42.07942176935481,1
77.8936896513396,155.99061934913266,75.61303685465447,75.71483067120771,2262.9018063611184,1,5.910579226137209,0.24924850989109953,34.41956760031967,28.786440741968867,1
68.27098485602951,130.30216520924853,93.50290554829267,197.6571968927905,3087.2590583415913,0,5.85524168092271,1.7242066363406865,38.858100441770844,54.227766460352335,1
24.86373774747933,145.29850200624816,39.93909398388023,120.28204246872085,4558.218312391197,1,8.192377783534768,1.0412794846159223,32.386612644249276,83.51217039856803,0
22.72774770449704,79.47304504343167,55.28884750763888,180.10182570531688,4735.886442303879,1,4.695032395160796,1.842286410374698,22.865548282505106,89.68729407986807,0
22.83831568974037,81.76187930786293,11.267169695460161,177.31287000032648,9196.681731696766,0,6.280304567971822,1.6447936356908583,18.97357837614873,86.097714793773,1
31.29695700716764,56.22459882648596,10.62618285729621,126.72793361943106,7934.503274132121,1,5.558397816598868,1.697884627592397,13.888899705126683,88.9987987482367,0
46.73295021425665,98.31013027935946,31.61139584063679,156.00315626908153,9777.463745496329,1,8.075228101549977,2.0236532353101944,28.83059303338343,21.067242104624864,0
40.2361513049481,133.96169920005124,19.072647742517674,78.91280156190685,6792.572082681924,1,4.884209054335216,1.6516635802653772,25.29649942327019,71.06128849108194,0
30.386039813862933,178.69023709959933,33.41902311421782,153.25950573903623,3933.709856730544,1,6.145771066721643,1.1630696372563525,30.331045493324236,39.10641671235754,1
52.829702630566565,150.0391171188021,25.933896507555765,90.85768688949344,4621.240239373143,0,6.127264608124342,1.0968333919896618,17.11399469365209,80.59325847883959,1
19.76457024564293,115.30944850996272,12.566802235478342,174.80931451312262,4558.687386335737,1,8.05357767018809,0.47503884555916837,19.709325043298367,76.96134434368297,0
30.45012539746527,192.96801715912068,91.83737317654445,62.55861996633649,4611.954621306013,0,5.361973780163877,1.992719850259356,18.76286048495917,49.65722031180678,0
35.645329030558415,157.88678008637478,10.740081825000237,165.97080093279163,7383.713384894525,1,7.0795816412064445,1.9505494160356298,33.92955526523232,53.12824725722103,1
41.92489889519251,189.5247804293825,76.24739299033769,64.99053598529292,6246.46342472333,0,5.037624507551156,0.766486244296704,15.136894445900403,38.556416829477726,0
64.96231729751095,129.13819599082484,23.69330982275649,182.17838553414634,5083.393424693155,1,8.315902856322172,2.1841683992057326,28.254163510734866,40.216282535421136,0
